24, 2, -1, -24776055, -52237282, -111557607, -29559271, -932, -35285306, -30738633, -34737049, -107824202, -30315369, -74990207, -113029430, -91453124, -33113779, -132847652, -154395578, -119566474, -105887485, -39455329, -142379193, -110379007, -101248649, -62122594, -125463597, 1, 345944325
20, 2, 4, -131489096, -92876084, -29534144, -129440544, -111557607, -159070555, -12908334, -72870626, -120254617, -34737049, -103605906, -136680866, -115567158, -87998095, -140856686, -161180646, -91453124, -129056835, -132711327, -161833533, -68662114, -67185996, -106084026, -138101071, -125004421, -84126424, -62960457, -97882810, -24946565, -31480508, -116308009, -25336774, -86217001, -26356004, -63731512, -72495085, -25557243, -51254145, -69563163, -76982440, -76495707, -65581779, -114341094, -23553134, -35294456, -129368275, -137376217, -99937016, -86559535, -135856652, -33621085, -106403873, -105887485, -26750264, -20225241, -91933860, -74404187, -52632713, -55955185, -56794657, -107122928, -129331635, -106985077, -932, -60094308, -7984081, -114913332, -78543917, -24086381, -24098496, -132950129, -106078047, -45432439, -35887784, -83891313, -37887819, -93856576, -52557389, -104993817, -48149358, -134868358, -30610911, -20629724, -90051042, -105262622, -82657076, -136836431, -33113779, -127622448, -120606878, -139890955, -40399920, -25679656, -134460690, -133661781, -131183201, -123055476, -139567880, -78423275, -33592301, -57847114, -67378904, -97470276, 19014119
19, 2, -1, -106084026, -29534144, -125004421, -86559535, -12908334, -163957336, -120606878, -15211954, -163620560, -27917858, -114341094, -51254145, -79045997, -76495707, -74404187, -68662114, -7864513, -36361982, -72495085, -29115409, -35365934, -25451458, -63731512, -59599461, -69563163, -40575907, -23553134, -30666517, -147840909, -96204945, -78423275, -148261956, -33685562, -80512191, -932, -118656378, -128354916, -30801427, -45757863, -93856576, -127729286, -28826904, -38753481, -58809998, -11283947, -1670, -132107057, -45993051, -54669107, -90919648, -79439861, -50270185, -34747780, -35683765, -39415112, -145283455, -76229642, -82657076, -30610911, -71772984, -35642103, -126191766, -148221263, -51214103, -75259948, -72168579, -30315369, -42886036, -40397546, -66165643, -27669439, -71794920, -29305008, -42620682, -41818035, -107122928, -143544598, -77636571, -80918970, -150941921, -57008537, -46343721, -7984081, -104921749, -129342339, -121767782, -96345906, -86217001, -76466041, -133786787, -106677205, -128602335, -33288200, -62122594, -33780701, -51605448, -137027315, -91001536, -69544687, -124312852, -23476161, -78210300, -104884050, -51592339, -113344536, -114305425, -35842747, -42860499, -43849381, -53585643, -67341966, -73318074, -91553849, 301419447, 329237321, 393888449
20, 2, -1, -29534144, -125004421, -145764999, -91933860, -163620560, -111557607, -12908334, -24086381, -133717982, -145286492, -105887485, -106078047, -78543917
20, 2, 8, -29534144, -35294456, -76982440, -68832026, -78242229, -41437811, -77839208, -31076033, -93082454, -127661835, -46617996, -72495085, -161180646, -146836620, -37866919, -88497493, -38889652, -55955185, -129368275, -26356004, -33621085, -71084279, -91453124, -78273068, -115481588, -161623946, -111557607, -46337218, -114913332, -7984081, -51901037, -145102606, -126988526, -130670107, -71794920, -73965718, -59281113, -24086381, -137376217, -141449224, -129331635, -133059771, -83858088, -128692347, -60098643, -60779403, -33113779, -82657076, -65652356, -145702535, -107122928, -70409438, -121178376, -80021635
-1, 2, -1, -67580761, -136288271, -54295855, -34215577, -24234717, -123851409, -37119411, -56106344, -31935454, -120997136, -106985077, -51675727, -44759043, -128267989, -36326284, -82545064
20, 2, -1, -117424625, -115617244, -36965584, -157774340, -44066844, -146469497, -55955185, -94717837, -92320108, -37923275, -24070381, -156444315, -54295855, -75427980, -55059952, -50177168, -131722325, -151226472, -129959477, -105079216, -92876084, -85283054, -123748520, -154061809, -131235734, -136680866, -39439883, -158760866, -158653949, -147610714, -109968421, -22522055, -85014437, -95648824, -144037872, -150709625, -139069603, -109196188, -131658174, -80241981, -150550417, -41338128, -129440544, -76769609, -136483919, -49826477, -74801363, -29370288, -149372565, -140513845, -103804935, -66225661, -146465481, -111587102, -58287363, -120730815, -54769031, -119071337, -146310278, -110840337, -77984609, -60465354, -150493805, -111954114, -132950129, -100933323, -136363489, -37526450, -122602850, -73581821, -96122267, -112510789, -152397227, -85846826, -44511790, -126093223, -77136461, -134770011, -135270783, -105494325, -72188644, -117520553, -109191507, -92804662, -79039570, -141128285, -116904177, -139488888, -119359773, -147336589, -147706899, -74404187, -148085155, -148737726, -43901086, -67953762, -114913332, -139555949, -89502515, -139417843, -58535029, -45744346, -108621326, -91009251, -100895195, -39500620, -81217491, -130293983, -142784920, -144534541, -78493901, -103537794, -33295105, -85810414, -83322839, -52848414, -82394975, -28851850, -91001536, -36196452, -141449224, -133664214, -23553134, -79419972, -104224126, -107258122, -91078729, -46437317, -49489389, -78242229, -108314790, -98210264, -35887784, -25336774, -72136626, -83503050, -133096349, -115051452, -73463414, -87759666, -128416482, -31969346, -62787737, -106403873, -42886036, -75391641, -36174099, -132147085, -128763224, -95125133, -83506176, -27507455, -57599453, -81781809, -87791165, -74272719, -62830729, -65704618, -130936589, -81011696, -49975255, -41727747, -67063724, -54145614, -90939971, -33429507, -50574535, -94162350, -37009309, -41697900, -30610911, -30944292, -75612837, -75883255, -43083161, -48040432, -84064469, -107122928, -16965732, -39452661, -43982532, -46794987, -55155418, -56124605, -56488861, -58347268, -58728877, -63050464, -69940978, -70549913, -70665401, -71326992, -72539109, -75729570, -83206316, -83891313, -84658199, -84834657, -98413808, -98547347
-1, 2, -1, -124943404, -12353330, -111557607, -43116499, -58737741, -53845179, -132707901, -932, -109196188, -34187905, -82657076, -30610911, -9163522, -107806405, -108517196, -7826394, -7984081, -35345988
