-5.364818263363434481e-01 -3.118272015329096591e-01 5.743648626579513916e-01 -1.224378950308561143e-01 -3.555396003550606032e-01 -7.384632725384463470e-01 -2.183019971498926237e-01 -2.338442845304366038e-02 -3.047088761706797169e-02 -3.892792134958962796e-04 2.615325456823089367e-01 -8.125845037178273944e-02 -4.236136253903213800e-02 -1.230340070588536311e-01
-4.840940626917162870e-01 -1.040873215027307286e-01 4.135147309464065613e-01 -5.391126273780245670e-01 -5.203461260964456492e-02 -2.171020152931988356e-01 -8.753073344842118853e-02 4.934139305600488967e-01 2.898320853181445833e-01 2.598597960946856800e-01 -6.823453312339511356e-01 -1.765253169785900023e-01 -1.766766821992520886e-01 3.669366523963086824e-01
-3.307262019489394245e-01 -1.915155068978207364e-01 -5.447209779125303797e-01 -3.384898743442071312e-01 -9.918029088654664593e-02 -5.186100085440881885e-02 -9.954497336981829592e-02 -7.603510123686674227e-02 -1.982670315263545049e-02 4.879256979693403357e-02 8.668465357310903285e-02 -6.497975602785795168e-02 6.964014956005504242e-02 -1.303412558630180108e-02
-5.820758621937992539e-01 4.749293771940868436e-01 6.379573266289146893e-01 -8.117017658191215401e-02 -1.352855003986924709e-01 -7.993630858417117846e-01 -2.618253377175072116e-01 -9.272772324279716927e-02 -3.581887805238364031e-01 -5.294588213787839726e-01 7.314037080319654716e-02 2.709701658974967842e-01 1.138145498471596628e-01 5.526264323388941496e-02
-3.999710338986572356e-01 -2.156337351416907633e-01 -4.745051421727596308e-01 -8.923844248964832304e-02 2.513955376290737398e-01 -1.332133127978701037e-01 9.401709551291854705e-01 3.512323018463117674e-01 5.252849246664099275e-02 -1.231374236095760799e-01 2.029965124155374556e-01 1.707441466296173438e-01 4.802314393773679524e-01 -5.539991839848091432e-02
1.029617928463349763e+00 -4.155255458257689494e-01 -2.942909813784914119e-01 -2.332532719327089221e-01 -7.385111772780743322e-02 -7.909602965536822322e-03 -2.566974754556324511e-04 7.248467768396218980e-02 -7.417605366645169118e-02 -1.588083623262154798e-01 1.592027976598040656e-02 1.555293685344203911e-02 -1.041137220566848431e-01 -2.121826476321287888e-02
-3.390084041118939240e-01 -1.117653419953103106e-01 -5.379122076706273070e-01 -1.281879329507523146e-01 8.745151635762565823e-02 -2.426851822473241604e-02 -1.081583088808907439e-01 4.739291992711710394e-02 -3.994218525299608052e-02 2.161943318849096629e-02 8.893437302692031032e-02 -2.616722580634287532e-01 -2.662044281217532116e-02 -5.073913080866369885e-02
7.773567416748299319e-01 -4.698584573909501128e-01 9.335424937069624063e-01 -2.785868365926789103e-01 6.733089444233865406e-02 6.066293660584788361e-01 -1.205554357689606476e-01 -2.435269169329891750e-02 -7.167673713529992829e-02 -2.106481620506782948e-01 1.349611477739131871e-01 4.110710162448034249e-02 -6.325322579401179701e-02 1.941021194146643272e-02
-2.870367105616897785e-01 1.113794698627334490e-01 -4.906228702579598089e-01 -5.152422749713247985e-01 2.905645095780592380e-01 -2.271078729324612910e-01 -1.276490303508493740e-01 -1.574374715483170817e-01 9.301388458207952847e-02 1.842512825349998384e-02 1.143865642695298251e-01 6.786991379980464312e-02 6.819753952173762679e-02 2.548500895879692307e-01
-3.502590343305130305e-01 -9.693339574366865996e-02 -5.389029578573198975e-01 -3.569733888556891888e-01 2.487050462467237013e-03 -5.318846034113216409e-02 -8.860115066648123483e-02 7.034092576809648778e-02 2.049117178025423522e-02 -4.867072950611923965e-02 8.540277206664832754e-02 -1.617605638803270851e-01 -5.720806810884594695e-02 -3.194184219358528476e-02
-5.732715702043217343e-01 -4.261318174031289985e-01 6.684892015533339116e-01 -3.656041141798938021e-01 1.676627614340637784e-01 5.188420800385796783e-01 -2.034167599759288403e-01 -8.156026519986538104e-02 -4.917325601317080325e-02 3.915005430154191307e-02 2.096440893923222082e-01 -2.699458855319552403e-02 -7.546905231185543385e-03 -3.318502025878607153e-02
-2.735470228739237397e-01 -8.052880293074946016e-02 -5.197377723623045620e-01 -3.069862348801868368e-01 1.527127221282855996e-01 -1.256989492457764035e-01 -1.118347555118768683e-01 -6.023029432775140607e-02 -1.181246495474129327e-01 1.618990417302749174e-01 1.172680435756176115e-01 -8.828493227571843072e-02 1.153590744311312755e-01 -1.066252190450659304e-01
1.095703809123336203e+00 -3.946692205381471252e-01 -2.693001729200054095e-01 -2.443127905279674494e-01 -5.252163625982014111e-02 -2.417121849301204911e-02 -8.889066925085528301e-03 1.965306918566443392e-02 -6.436271789401738774e-02 -4.486568246727293957e-02 3.560075110994501135e-02 7.999844347246462539e-02 -1.913236714209668732e-01 -7.797737607722866893e-02
1.042861967892892761e+00 7.381748269559884612e-02 -2.589414690666230756e-01 1.151476515978603343e-01 -1.197928277894015486e-01 9.057441341487082465e-02 -1.017700582259383757e-01 -2.322314443715654542e-01 -4.810647927372067589e-01 -2.336656715677815632e-01 -1.215152759598316506e-01 -1.545598377742457286e-01 2.144219550807113517e-01 1.977930722861891977e-01
1.350820178578852060e+00 2.791680353658110847e-01 -1.234736043220290291e-01 -2.678340351229820948e-01 8.222536138729297228e-01 -2.628126262775138944e-01 -3.692667478298893718e-02 7.622657280754412124e-02 -1.814032772882158695e-01 2.389127243882080143e-01 -2.374574948623444509e-02 -1.951604004033448414e-01 -5.962406177675292351e-01 -3.955431221865980396e-01
9.848170081262168640e-01 -4.704123903038160970e-01 -3.049755527223794727e-01 -2.166474665202765826e-01 -2.184620784555267314e-01 3.644177135633690917e-02 -1.466414860077335826e-02 -2.083512932618639471e-02 -7.136850366645018651e-02 -2.123046842597302031e-01 6.714520320564546126e-04 -1.133170667073523513e-02 -4.877855554324773274e-02 8.064868556337245753e-02
9.029113647196319592e-01 -5.017013735155559928e-01 9.644349212261956739e-01 -3.309161575270409550e-01 2.675794347986303889e-01 5.123537977170878888e-01 -1.278673421245792030e-01 -9.381911523657490704e-02 -6.595527041869896079e-02 8.332636404635304639e-02 1.767066475266572401e-01 2.015575151161005940e-01 -2.611141826709120761e-01 -1.466970705770202221e-01
9.711642060221714612e-01 -4.709254683400850294e-01 -3.097395796292817249e-01 -2.103435782364678763e-01 -2.333987338428729630e-01 3.846552663430310992e-02 -1.705862173124281234e-02 -2.384119015488573787e-02 -6.926690501898261076e-02 -2.250536394272446838e-01 -1.408510389702155715e-03 -1.912545078760590975e-02 -2.429046462701267908e-02 9.822694040301253871e-02
-5.015019010422123724e-01 -2.415455328781579078e-02 4.219605851059302637e-01 -5.089273467620734070e-01 1.162851673158467047e-01 -2.763809803929569431e-01 -1.015582999019681576e-01 3.761767434192348492e-01 1.009903253702909703e-01 3.305628900187435049e-01 -6.542311801746594213e-01 2.439978116864449740e-03 -5.925087973362874738e-02 5.036642205864111377e-01
9.181700989819552294e-01 -1.888422872752330284e-01 7.948269036163205792e-01 -3.109955844112184398e-01 1.637769503809916316e-01 -3.082224401875212072e-01 1.009989298292350179e+00 1.012457939435994492e-01 -2.215617809936151761e-02 3.842271425453940847e-01 -7.792729864793191963e-01 -2.618916548539379496e-02 -3.133034367376933971e-01 1.963845481044301233e-01
-2.935694891483576208e-01 -3.074456846770559637e-02 -5.138957877875579561e-01 -3.648735977547222231e-01 3.500375810720134789e-02 -8.848726688829065823e-02 -1.275358344747372641e-01 -2.075760465550852973e-01 -1.600488792370269586e-01 3.671196498456552604e-02 5.375735211958945076e-02 -1.036067961873247956e-02 2.304848435976269982e-01 5.192326826139149858e-03
-6.020744186558305566e-01 -3.026506422041141953e-01 6.699815545075621381e-01 -3.249842931673680990e-01 1.813496496871267738e-01 5.053600385355143665e-01 -2.176580270594814515e-01 -2.067715300661362443e-01 -1.566127518989018363e-01 -4.355198685222715776e-02 1.763333989563429516e-01 1.021978348731059361e-01 3.766838951298918936e-02 1.286888430814660811e-01
